,fname,label,manually_verified,fold
117,0356dec7.wav,Acoustic_guitar,1,3
118,0356f2ab.wav,Tambourine,0,3
119,03586ad9.wav,Cowbell,0,2
120,03657d6d.wav,Shatter,0,4
121,03734652.wav,Squeak,0,2
122,0383c69d.wav,Chime,0,4
123,0395ba61.wav,Oboe,0,3
124,03a01285.wav,Knock,1,2
125,03b4aca1.wav,Meow,1,2
126,03bb1c33.wav,Glockenspiel,1,4
127,03bc8fbc.wav,Shatter,0,4
128,03cd971f.wav,Cowbell,0,2
129,03d00f38.wav,Knock,0,4
130,03d42e2e.wav,Double_bass,0,2
131,03e13ae7.wav,Trumpet,0,2
132,03e88255.wav,Electric_piano,0,2
133,03e9765d.wav,Drawer_open_or_close,0,2
134,03ed9ba8.wav,Oboe,0,1
135,03f38c68.wav,Hi-hat,0,3
136,03fc1f96.wav,Bass_drum,1,2
137,04076350.wav,Clarinet,0,2
138,04092b14.wav,Gong,0,1
139,041396a9.wav,Laughter,1,3
140,04186a03.wav,Violin_or_fiddle,1,3
141,04281949.wav,Tearing,0,4
142,0429828b.wav,Fireworks,0,2
143,04330b10.wav,Squeak,0,3
144,04335030.wav,Trumpet,0,1
145,043a5393.wav,Electric_piano,0,2
146,0446a487.wav,Snare_drum,1,2
147,0447d04d.wav,Laughter,0,1
148,04490642.wav,Trumpet,0,2
149,044be615.wav,Violin_or_fiddle,1,4
150,0450e72b.wav,Oboe,0,2
151,04562f7d.wav,Trumpet,0,2
152,0457d8bc.wav,Bark,0,4
153,0459f90f.wav,Squeak,1,3
154,04646cce.wav,Gong,0,1
155,047b3d34.wav,Cough,0,1
156,047f5b83.wav,Gong,0,2
157,0482a372.wav,Cello,0,1
158,048fb352.wav,Applause,0,3
159,0496718e.wav,Finger_snapping,1,3
160,04a19a27.wav,Writing,1,2
161,04a7003c.wav,Knock,1,1
162,04ab05a7.wav,Bark,0,2
163,04ad9aa5.wav,Knock,1,1
164,04b4009f.wav,Snare_drum,0,4
165,04b9a79a.wav,Clarinet,0,4
166,04cce777.wav,Burping_or_eructation,0,2
167,04d0cae4.wav,Knock,0,2
168,04d33fe7.wav,Shatter,0,3
169,04e82f46.wav,Bass_drum,0,3
170,04e8596a.wav,Violin_or_fiddle,0,2
171,0508f1e3.wav,Double_bass,0,3
172,051138fc.wav,Finger_snapping,1,2
173,0513cbfc.wav,Bass_drum,0,1
174,05149415.wav,Knock,1,4
175,05173c4d.wav,Bark,0,3
176,051f9935.wav,Fart,0,1
177,0526ac41.wav,Double_bass,0,4
178,052789c8.wav,Fireworks,1,1
179,05309a38.wav,Snare_drum,0,1
180,05388f6c.wav,Applause,0,2
181,05561612.wav,Cello,1,4
182,0556be76.wav,Violin_or_fiddle,1,1
183,0563ab6e.wav,Shatter,0,3
184,058b98f0.wav,Telephone,1,2
185,05a0ca60.wav,Gong,0,1
186,05a3154f.wav,Oboe,1,3
187,05a458a7.wav,Fireworks,0,4
188,05b76c07.wav,Saxophone,0,1
189,05bc162b.wav,Gunshot_or_gunfire,1,1
190,05c5ab94.wav,Squeak,0,3
191,05cc4425.wav,Shatter,0,1
192,05d0dfa7.wav,Oboe,0,2
193,05d54a68.wav,Trumpet,1,3
194,05d81cdf.wav,Acoustic_guitar,0,3
195,05e4028a.wav,Saxophone,1,1
196,05ecefbe.wav,Violin_or_fiddle,0,2
197,05ef46ec.wav,Double_bass,1,3
198,05f2c2a6.wav,Clarinet,1,2
199,06006fca.wav,Knock,0,4
200,0609bd9e.wav,Writing,0,1
201,060b8c30.wav,Computer_keyboard,0,2
202,060ba089.wav,Finger_snapping,1,3
203,060ca755.wav,Fart,0,1
204,060e13d6.wav,Trumpet,1,4
205,060fab76.wav,Electric_piano,1,2
206,061cf689.wav,Trumpet,0,2
207,0627acfa.wav,Cello,0,2
208,0632d921.wav,Laughter,0,1
209,0640c787.wav,Applause,0,4
210,06487815.wav,Drawer_open_or_close,1,4
211,064cfad3.wav,Clarinet,0,2
212,065e7bb4.wav,Computer_keyboard,0,1
213,066d40f4.wav,Snare_drum,0,1
214,06712325.wav,Laughter,0,1
215,06730f97.wav,Trumpet,1,3
216,06789937.wav,Saxophone,1,4
217,06896eb5.wav,Trumpet,0,1
218,06959969.wav,Tambourine,1,3
219,06a09fcd.wav,Harmonica,0,1
220,06a1dfc0.wav,Snare_drum,0,2
221,06a76756.wav,Snare_drum,0,3
222,06b278f7.wav,Harmonica,1,3
223,06b89bf9.wav,Violin_or_fiddle,1,1
224,06b9dc31.wav,Finger_snapping,1,1
225,06c1c5c3.wav,Harmonica,0,2
226,06c48eab.wav,Hi-hat,1,4
227,06d0d6e4.wav,Scissors,1,2
228,06d164df.wav,Clarinet,0,1
229,06d2b52b.wav,Cowbell,1,4
230,06dbf664.wav,Fireworks,0,2
231,06dd3b18.wav,Bark,0,1
232,06e15d8e.wav,Bass_drum,0,2
233,06e87b61.wav,Bark,0,4
234,06ed75a7.wav,Gong,1,4
235,06f60188.wav,Saxophone,1,3
236,06fbb272.wav,Drawer_open_or_close,0,4
237,06fd1973.wav,Hi-hat,0,4
238,06feb8ea.wav,Finger_snapping,0,3
239,070183b1.wav,Fireworks,0,1
240,07036b1d.wav,Snare_drum,0,2
241,0704ffb8.wav,Bark,0,1
242,070bcdd9.wav,Violin_or_fiddle,0,4
243,070f52cb.wav,Cello,0,4
244,0713db9c.wav,Microwave_oven,0,1
245,0716126b.wav,Harmonica,1,4
246,071803a0.wav,Cello,1,3
247,071e836c.wav,Microwave_oven,0,1
248,071efb95.wav,Bass_drum,1,1
249,0720ef3b.wav,Saxophone,1,1
250,07211dfa.wav,Trumpet,1,2
251,072f3031.wav,Double_bass,0,3
252,0730a3d8.wav,Acoustic_guitar,0,1
253,0733ce78.wav,Laughter,0,4
254,0738f99f.wav,Oboe,1,2
255,0742098b.wav,Squeak,0,3
256,074cc08b.wav,Fart,0,1
257,074e07a5.wav,Squeak,0,2
258,074e2f09.wav,Hi-hat,1,4
259,07563fea.wav,Drawer_open_or_close,0,1
260,07605b4c.wav,Bark,0,4
261,0765b7d1.wav,Harmonica,0,4
262,076b6a7a.wav,Squeak,0,4
263,07762f74.wav,Tearing,1,2
264,07764530.wav,Oboe,0,2
265,0779162e.wav,Finger_snapping,1,4
266,0784c182.wav,Knock,1,3
267,078c67e5.wav,Tearing,0,3
268,078f7ac0.wav,Hi-hat,1,2
269,079968f4.wav,Clarinet,1,3
270,079bb1c3.wav,Oboe,0,3
271,07a16abd.wav,Tearing,0,1
272,07a177eb.wav,Squeak,0,4
273,07a99531.wav,Oboe,0,1
274,07af4f4d.wav,Gong,0,3
275,07b44e8e.wav,Tambourine,0,4
276,07b910ee.wav,Cowbell,0,2
277,07c8c909.wav,Flute,0,4
278,07ce4408.wav,Gunshot_or_gunfire,1,2
279,07db7f16.wav,Flute,1,4
280,07ec6849.wav,Cough,0,4
281,07ed1d56.wav,Burping_or_eructation,0,3
282,07f16007.wav,Cello,1,1
283,07f6b1dc.wav,Cello,0,2
284,07f88679.wav,Hi-hat,0,3
285,08064f4a.wav,Writing,0,4
286,080bffb7.wav,Writing,1,2
287,081a3386.wav,Fart,1,4
288,081c263d.wav,Keys_jangling,1,3
289,082321d2.wav,Cello,0,4
290,0832c151.wav,Trumpet,0,1
291,085652af.wav,Oboe,1,4
292,085be86f.wav,Tambourine,0,3
293,086dfaff.wav,Bark,0,3
294,086e6a35.wav,Fart,1,1
295,0879e568.wav,Saxophone,0,4
296,087f12b6.wav,Cowbell,1,3
297,0886c767.wav,Chime,1,3
298,0886d4f8.wav,Shatter,0,4
299,08893744.wav,Bass_drum,0,1
300,08894340.wav,Double_bass,1,1
301,088b75db.wav,Bass_drum,0,2
302,088d3f95.wav,Harmonica,1,3
303,08a68ba1.wav,Acoustic_guitar,1,2
304,08a94aca.wav,Fart,0,1
305,08b54ed0.wav,Burping_or_eructation,1,1
306,08b88eb7.wav,Violin_or_fiddle,1,3
307,08c931f6.wav,Knock,0,2
308,08cf2d2b.wav,Bark,0,4
309,08d931c3.wav,Computer_keyboard,1,3
310,08dba5f4.wav,Gong,0,4
311,08e79547.wav,Bass_drum,0,4
312,08fa5140.wav,Clarinet,0,2
313,08fb553f.wav,Writing,0,1
314,0906c4a9.wav,Double_bass,0,3
315,090e1d30.wav,Cowbell,1,1
316,090ea106.wav,Tambourine,0,2
317,09158810.wav,Tambourine,1,3
318,0920512f.wav,Tearing,1,1
319,09282dc5.wav,Cough,0,4
320,0933c357.wav,Gunshot_or_gunfire,1,4
321,0939d783.wav,Bark,0,4
322,093bf325.wav,Writing,0,1
323,095138e2.wav,Oboe,1,4
324,095836cb.wav,Flute,0,1
325,0958751e.wav,Hi-hat,1,4
326,0969b5c5.wav,Acoustic_guitar,0,4
327,096b4d70.wav,Keys_jangling,0,2
328,097b5ab0.wav,Knock,1,1
329,09841f13.wav,Shatter,0,3
330,098a3205.wav,Bark,0,1
331,098c2232.wav,Laughter,0,1
332,0994e80c.wav,Computer_keyboard,1,3
333,09986ba4.wav,Laughter,0,3
334,099ce615.wav,Squeak,1,2
335,09a1cfd7.wav,Hi-hat,1,4
336,09a355a9.wav,Cough,0,3
337,09a585bf.wav,Keys_jangling,1,4
338,09a63606.wav,Acoustic_guitar,0,3
339,09a732e6.wav,Double_bass,0,3
340,09a7c5ce.wav,Snare_drum,0,3
341,09a7dc35.wav,Cowbell,1,2
342,09a895f3.wav,Fart,0,1
343,09b51c66.wav,Fireworks,0,4
344,09b8a126.wav,Violin_or_fiddle,1,3
345,09b901f8.wav,Computer_keyboard,1,3
346,09bc3033.wav,Drawer_open_or_close,0,4
347,09ca1e09.wav,Shatter,0,1
348,09ea5276.wav,Trumpet,1,1
349,0a037e96.wav,Fireworks,0,1
350,0a0a8d4c.wav,Clarinet,0,2
351,0a15b36b.wav,Clarinet,0,4
352,0a277f11.wav,Snare_drum,0,3
353,0a2a5c05.wav,Burping_or_eructation,1,2
354,0a2b4c80.wav,Snare_drum,0,4
355,0a32271b.wav,Meow,0,4
356,0a366772.wav,Writing,1,4
357,0a484e9f.wav,Writing,1,3
358,0a49afad.wav,Fireworks,1,4
359,0a54c770.wav,Bus,1,4
360,0a6bba04.wav,Cowbell,1,1
361,0a6dbf2c.wav,Finger_snapping,1,4
362,0a82b4d6.wav,Tearing,0,1
363,0a8ac55d.wav,Tambourine,1,4
364,0a8d300c.wav,Bus,0,2
365,0a925754.wav,Telephone,1,2
366,0a98104d.wav,Cello,0,2
367,0aa17642.wav,Knock,1,1
368,0aa32376.wav,Hi-hat,0,2
369,0aa7edd0.wav,Cowbell,0,3
370,0aab722d.wav,Hi-hat,0,1
371,0aad0a16.wav,Gunshot_or_gunfire,1,2
372,0aaed52b.wav,Fart,1,4
373,0ac443ad.wav,Bark,0,4
374,0ac83c13.wav,Writing,0,4
375,0acba147.wav,Computer_keyboard,1,1
376,0ad0bf22.wav,Saxophone,1,4
377,0ad5618e.wav,Bass_drum,0,3
378,0ad666e3.wav,Saxophone,1,2
379,0ade0819.wav,Cowbell,0,3
380,0af32053.wav,Oboe,0,4
381,0afca134.wav,Shatter,0,4
382,0afcf36b.wav,Scissors,0,3
383,0aff3cde.wav,Bass_drum,0,3
384,0b05208c.wav,Electric_piano,1,4
385,0b142b38.wav,Cough,0,3
386,0b1f22c3.wav,Saxophone,1,2
387,0b2a3ef0.wav,Writing,0,3
388,0b3636e4.wav,Cello,0,1
389,0b3c0588.wav,Finger_snapping,1,3
390,0b3d7a19.wav,Cough,0,4
391,0b436682.wav,Acoustic_guitar,0,4
392,0b489adc.wav,Squeak,0,3
393,0b4dc8fc.wav,Fireworks,0,1
394,0b5b6734.wav,Cough,0,4
395,0b5dd555.wav,Double_bass,0,1
396,0b5ea11d.wav,Keys_jangling,0,2
397,0b6ac630.wav,Hi-hat,0,3
398,0b6fba96.wav,Burping_or_eructation,0,4
399,0b7044b0.wav,Burping_or_eructation,1,1
400,0b74f0da.wav,Writing,0,3
401,0b7aa40a.wav,Cello,0,3
402,0b7f8989.wav,Bark,0,2
403,0b80f560.wav,Fart,0,2
404,0b82b3a5.wav,Clarinet,1,3
405,0b914d51.wav,Meow,0,1
406,0b92a7e0.wav,Chime,1,2
407,0b95a1b5.wav,Knock,1,3
408,0b9904c1.wav,Burping_or_eructation,0,2
409,0ba6976e.wav,Clarinet,1,2
410,0ba8bcc2.wav,Laughter,0,3
411,0ba927cd.wav,Hi-hat,1,1
412,0bab86ae.wav,Violin_or_fiddle,1,4
413,0bb6b85a.wav,Keys_jangling,0,2
414,0bc522f3.wav,Keys_jangling,1,2
415,0bca94ec.wav,Glockenspiel,1,4
416,0bd9f47b.wav,Laughter,1,2
417,0bdef4f9.wav,Oboe,0,4
418,0be0fbaa.wav,Squeak,0,4
419,0be246ba.wav,Double_bass,0,2
420,0be52cd7.wav,Bass_drum,0,1
421,0bf505c1.wav,Tearing,0,4
422,0bfdf35b.wav,Shatter,0,2
423,0c080361.wav,Writing,0,2
424,0c0f796c.wav,Meow,1,2
425,0c118aaa.wav,Electric_piano,0,4
426,0c27360a.wav,Gunshot_or_gunfire,1,3
427,0c28638b.wav,Tambourine,0,4
428,0c2f1a54.wav,Finger_snapping,1,1
429,0c3044b3.wav,Saxophone,1,4
430,0c364094.wav,Cello,0,1
431,0c36c39a.wav,Saxophone,1,1
432,0c3bdc12.wav,Fart,1,3
433,0c3cba8b.wav,Clarinet,0,4
434,0c3e92c7.wav,Knock,0,2
435,0c4948ba.wav,Keys_jangling,0,1
436,0c4f2a87.wav,Oboe,1,1
437,0c547bc4.wav,Violin_or_fiddle,1,2
438,0c66ddcb.wav,Fireworks,0,2
439,0c67f402.wav,Snare_drum,1,4
440,0c6a3500.wav,Bus,1,4
441,0c6ec89a.wav,Oboe,0,2
442,0c7ae294.wav,Applause,1,2
443,0c7eb4eb.wav,Tearing,0,1
444,0c9abd6a.wav,Snare_drum,0,1
445,0ca8b59b.wav,Laughter,1,3
446,0cafd32f.wav,Tambourine,0,3
447,0cb7fc83.wav,Gong,0,3
448,0cbfebc7.wav,Laughter,0,2
449,0cc4c3b7.wav,Finger_snapping,0,1
450,0ccf0903.wav,Glockenspiel,0,2
451,0cdfa126.wav,Laughter,1,2
452,0ce9b7a0.wav,Double_bass,0,2
453,0cea4550.wav,Clarinet,0,2
454,0cec67d2.wav,Writing,0,2
455,0ceed74d.wav,Oboe,0,1
456,0d0c7375.wav,Bass_drum,0,1
457,0d0d1b88.wav,Applause,0,4
458,0d0d648b.wav,Bass_drum,0,2
459,0d1cb966.wav,Oboe,0,3
460,0d2047b5.wav,Drawer_open_or_close,1,2
461,0d30af2b.wav,Trumpet,0,1
462,0d3d36f5.wav,Snare_drum,0,3
463,0d481dea.wav,Glockenspiel,1,4
464,0d649d1b.wav,Trumpet,0,1
465,0d661b19.wav,Telephone,1,4
466,0d694b51.wav,Burping_or_eructation,0,1
467,0d6bb959.wav,Tambourine,0,3
468,0d74110a.wav,Drawer_open_or_close,0,2
469,0d79765a.wav,Bark,1,2
470,0d8012f4.wav,Saxophone,1,4
471,0d804b40.wav,Applause,1,1
472,0d9b9a20.wav,Microwave_oven,0,4
473,0d9f6c10.wav,Burping_or_eructation,1,1
474,0da0c554.wav,Double_bass,1,4
475,0da527a6.wav,Violin_or_fiddle,1,4
476,0da86798.wav,Knock,1,1
477,0db954fa.wav,Applause,0,3
478,0dbdffe2.wav,Fireworks,1,2
479,0dc26ae9.wav,Laughter,1,1
480,0dd326ca.wav,Computer_keyboard,0,3
481,0dd54f1f.wav,Gong,0,1
482,0ddb4bdf.wav,Bass_drum,1,1
483,0de99488.wav,Microwave_oven,1,2
484,0ded93ce.wav,Tambourine,0,1
485,0dfcedf6.wav,Applause,0,2
486,0e19ed55.wav,Cowbell,0,2
487,0e2ec031.wav,Gunshot_or_gunfire,1,1
488,0e2fbeb8.wav,Double_bass,0,1
489,0e32c361.wav,Trumpet,0,3
490,0e3aa5cf.wav,Shatter,1,1
491,0e4372d4.wav,Hi-hat,0,2
492,0e439e01.wav,Fart,0,2
493,0e451691.wav,Drawer_open_or_close,1,1
494,0e4583d5.wav,Shatter,1,4
495,0e51f1d0.wav,Shatter,0,2
496,0e544eb8.wav,Oboe,0,3
497,0e5c9ed0.wav,Knock,0,1
498,0e5cab29.wav,Tearing,1,3
499,0e630318.wav,Snare_drum,0,2
500,0e645225.wav,Bus,1,4
501,0e6e1f35.wav,Chime,1,3
502,0e7622f0.wav,Saxophone,1,4
503,0e7cd4eb.wav,Violin_or_fiddle,1,1
504,0e7f9fdb.wav,Keys_jangling,0,4
505,0e89fb66.wav,Knock,0,3
506,0e974517.wav,Microwave_oven,0,2
507,0e979b8c.wav,Cowbell,1,3
508,0e9cb14e.wav,Fireworks,1,1
509,0ea3dbaf.wav,Saxophone,0,3
510,0eb63f5a.wav,Acoustic_guitar,0,2
511,0ec012fc.wav,Laughter,0,3
512,0ecb56ad.wav,Fart,0,4
513,0ed06544.wav,Hi-hat,1,3
514,0ede064f.wav,Gunshot_or_gunfire,1,3
515,0ee42262.wav,Trumpet,0,1
516,0eeaebcb.wav,Acoustic_guitar,1,3
517,0ef9a602.wav,Hi-hat,1,3
518,0f01e836.wav,Tearing,0,3
519,0f18c55b.wav,Fart,0,1
520,0f1a5928.wav,Gong,0,4
521,0f1dbff5.wav,Applause,0,1
522,0f23d7e4.wav,Tearing,1,2
523,0f274e7a.wav,Meow,0,2
524,0f2903db.wav,Chime,1,1
525,0f2ab678.wav,Electric_piano,1,4
526,0f34d08e.wav,Hi-hat,1,4
527,0f36e49a.wav,Cowbell,1,1
528,0f444884.wav,Keys_jangling,0,4
529,0f5286d1.wav,Microwave_oven,1,4
530,0f53ac39.wav,Hi-hat,0,4
531,0f5c62dd.wav,Clarinet,0,4
532,0f6e2a63.wav,Laughter,0,1
533,0f70f92f.wav,Fart,0,1
534,0f72651c.wav,Hi-hat,0,1
535,0f7f0d86.wav,Laughter,0,1
536,0f936928.wav,Oboe,0,3
537,0f958ff0.wav,Saxophone,1,3
538,0f96c40d.wav,Tearing,0,2
539,0fa3ee45.wav,Chime,0,2
540,0fa61324.wav,Flute,1,1
541,0fafb777.wav,Microwave_oven,1,2
542,0fb0c2e1.wav,Shatter,0,4
543,0fb464cf.wav,Applause,0,1
544,0fc39673.wav,Shatter,0,1
545,0fcdc341.wav,Bus,0,4
546,0fd52405.wav,Burping_or_eructation,1,3
547,0fe6c47d.wav,Oboe,1,1
548,0ff26813.wav,Cough,0,4
549,0ff3a423.wav,Knock,0,3
550,0ff4262d.wav,Snare_drum,0,4
551,0ff6fdf5.wav,Bark,0,1
552,0ffff94f.wav,Chime,0,3
553,100009e2.wav,Writing,0,4
554,10086933.wav,Double_bass,0,3
555,10099e50.wav,Bass_drum,0,4
556,100f6b3f.wav,Shatter,0,1
557,1023facf.wav,Shatter,1,2
558,102db6b4.wav,Flute,1,4
559,102ef2c7.wav,Oboe,0,1
560,1032e684.wav,Clarinet,0,1
561,10357e1e.wav,Flute,0,2
562,103b9ed4.wav,Oboe,1,2
563,103dfb7c.wav,Drawer_open_or_close,0,3
564,103eceae.wav,Writing,1,1
565,103f29e5.wav,Double_bass,1,1
566,104f8672.wav,Glockenspiel,1,3
567,10550a6f.wav,Gong,1,1
568,105a8017.wav,Tambourine,1,3
569,105f3923.wav,Electric_piano,0,3
570,105f4e16.wav,Finger_snapping,1,2
571,1068cb59.wav,Writing,0,4
572,106f028c.wav,Trumpet,0,1
573,1071fd84.wav,Knock,1,1
574,10734a58.wav,Burping_or_eructation,0,4
575,10783ffe.wav,Flute,0,4
576,10876da8.wav,Trumpet,0,4
577,10884a97.wav,Double_bass,0,3
578,108e95b3.wav,Clarinet,0,4
579,108f96a6.wav,Trumpet,0,2
580,1094232e.wav,Drawer_open_or_close,0,4
581,10961c54.wav,Writing,0,4
582,10a229f4.wav,Writing,0,3
583,10ac55a1.wav,Burping_or_eructation,0,4
584,10b0e98b.wav,Writing,1,2
585,10cf0a2c.wav,Cello,0,3
586,10da16fb.wav,Acoustic_guitar,1,4
587,10e3e4eb.wav,Telephone,1,2
588,10efbc5b.wav,Cowbell,0,3
589,10fc82d4.wav,Shatter,0,4
590,1105950d.wav,Trumpet,0,2
591,111bad6f.wav,Gunshot_or_gunfire,1,4
592,11223bbf.wav,Oboe,0,2
593,1131892a.wav,Telephone,1,4
594,11329fa9.wav,Gunshot_or_gunfire,1,1
595,1133db9b.wav,Drawer_open_or_close,0,4
596,1137811b.wav,Harmonica,0,4
597,113c5e2f.wav,Drawer_open_or_close,1,4
598,11439cbd.wav,Bark,0,3
599,1148986e.wav,Violin_or_fiddle,1,1
600,114cf102.wav,Violin_or_fiddle,1,4
601,1152dffc.wav,Keys_jangling,0,3
602,1163de55.wav,Hi-hat,0,4
603,116ddaf8.wav,Hi-hat,0,2
604,11710c08.wav,Tambourine,1,1
605,1176bda6.wav,Cello,1,1
606,11782c39.wav,Finger_snapping,0,2
607,11798f57.wav,Cello,1,3
608,117cc2f0.wav,Flute,0,2
609,117e4577.wav,Trumpet,1,1
610,1181e997.wav,Double_bass,0,1
611,1181ee9d.wav,Fart,0,3
612,118413f9.wav,Fireworks,1,2
613,11880a0a.wav,Shatter,0,4
614,118831d9.wav,Cello,0,1
615,118e9ae3.wav,Hi-hat,0,1
616,1191d9b4.wav,Squeak,0,3
617,1198d2b5.wav,Bass_drum,0,4
618,1199128e.wav,Fireworks,0,3
619,11a06e06.wav,Burping_or_eructation,1,3
620,11a0e319.wav,Saxophone,0,2
621,11ab15ee.wav,Scissors,1,1
622,11b027e8.wav,Violin_or_fiddle,1,1
623,11c7778f.wav,Burping_or_eructation,0,4
624,11c90896.wav,Cowbell,1,2
625,11cbc9e1.wav,Tambourine,0,2
626,11cf5942.wav,Bark,0,2
627,11d883c3.wav,Computer_keyboard,1,4
628,11d93cd3.wav,Drawer_open_or_close,0,4
629,11d9ace9.wav,Gong,0,3
630,11df4777.wav,Oboe,0,4
631,11e3ffde.wav,Burping_or_eructation,1,4
632,11e63946.wav,Laughter,1,1
633,11e9db25.wav,Fart,0,3
634,11f33ae4.wav,Cough,1,2
635,11f7fc13.wav,Clarinet,1,2
636,11f8b3dd.wav,Snare_drum,0,4
637,11fab0b0.wav,Shatter,1,4
638,11fbd6c2.wav,Tambourine,1,3
639,120536d6.wav,Applause,0,3
640,1207a675.wav,Drawer_open_or_close,1,4
641,12091a74.wav,Hi-hat,0,3
642,120e0846.wav,Bark,1,2
643,121110b1.wav,Bus,0,3
644,12169b86.wav,Oboe,0,3
645,121749b9.wav,Bass_drum,0,2
646,12198b88.wav,Bass_drum,1,2
647,121d766e.wav,Oboe,1,4
648,1220471f.wav,Flute,1,3
649,122b0e88.wav,Snare_drum,0,4
650,12323e04.wav,Cough,0,2
651,12371b67.wav,Double_bass,0,2
652,1238c3a4.wav,Meow,0,4
653,123d0d60.wav,Snare_drum,0,3
